To Date,AQI,CO (mg/m³),NO₂ (µg/m³ ),O₃ (µg/m³ ),H₂S (µg/m³ ),NO (µg/m³ ),SO₂ (µg/m³),R. Humidity (%),Leq (dB),Light (Lux),Lmax (dB),Lmin (dB),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³),PM₁ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s),Station,CO₂ (ppm),Battery (%),Month,Month Index,Day,Day Index,Hour,Year,Date,Wind Speed (km/h),Wind Direction (compass)
2021-05-05 00:59:00,36,1.58,28.64,0.45,67.85,7.68,16.74,51.03,0,0,0,0,5.44,39.8,,29.85,0,262.13,2.25,Fire Station,502.59,0,May,5,Wednesday,2,0,2021,2021-05-05,8.1,W
2021-05-05 00:59:00,45,1.56,10.88,18.67,16.49,169.57,12.37,15.86,89.06,10918.67,94.71,84.06,7.15,49.94,,27.64,1.09,254.21,2.23,Secondary Runway 02,468.9,0,May,5,Wednesday,2,0,2021,2021-05-05,8.028,WSW
2021-05-05 00:59:00,43,1.76,35.36,15.39,35.63,59.02,51.17,13.05,52.08,20727.08,62.61,46.69,4.79,46.82,,31.9,,267.5,2.83,AE123 Inbound K.S.R,439.43,100,May,5,Wednesday,2,0,2021,2021-05-05,10.188,W
2021-05-06 00:59:00,34,1.58,68.44,23.75,33.54,6.4,35,12.31,59.58,18169.99,73.24,47.48,4.16,19.82,,31.18,,281.67,2.23,CS 59 Storage,436.38,100,May,5,Thursday,3,0,2021,2021-05-06,8.028,WNW
2021-05-06 00:59:00,25,1.55,32.29,57.07,8.5,24.27,30.16,15.57,60.34,17355.73,72.48,49.65,5.07,27.72,,29.71,0.4,238.95,1.59,Privet Aviation,437.97,0,May,5,Thursday,3,0,2021,2021-05-06,5.724,WSW
2021-05-06 00:59:00,18,1.58,13.06,26.37,19.44,4.98,15.8,11.48,73.12,22151.86,82.49,66.32,4.22,19.85,,32.63,1.23,256.25,2.06,Air Cargo,0,0,May,5,Thursday,3,0,2021,2021-05-06,7.416,WSW
2021-05-06 00:59:00,28,1.69,33.65,22.07,37.61,59.94,52.27,11.21,52.08,20440.63,62.86,46.8,2.84,25.7,,33.01,,281.67,2.23,AE123 Inbound K.S.R,442.98,100,May,5,Thursday,3,0,2021,2021-05-06,8.028,WNW
2021-05-06 00:59:00,47,1.61,95.69,0,6.68,15.36,13.05,11.69,53.47,15821.45,68.2,43.82,2.84,35.73,,31.97,,255,1.99,SASCO Station 3,419.7,100,May,5,Thursday,3,0,2021,2021-05-06,7.164,WSW
2021-05-06 00:59:00,18,1.59,35.98,1.14,65.65,22.82,15.83,50.35,0,0,0,0,2.8,16.94,,30.76,0,256.25,2.06,Fire Station,509.75,0,May,5,Thursday,3,0,2021,2021-05-06,7.416,WSW
2021-05-06 00:59:00,136,1.53,543.39,0,33.84,0,0,11.6,63.52,6568.87,69.64,60.1,3.7,41.63,,31.84,,283.33,2.23,Family Camp,445.31,100,May,5,Thursday,3,0,2021,2021-05-06,8.028,WNW
2021-05-06 00:59:00,30,1.6,61.27,3.65,24.7,50.75,24.18,14.77,0,20980.8,0,0,1.41,1.91,,29.36,1.16,251.25,2.06,Royal Terminal,530.65,0,May,5,Thursday,3,0,2021,2021-05-06,7.416,WSW
2021-05-06 00:59:00,15,1.57,11.78,5.44,23.12,12.26,16.98,18.7,71.81,11807.68,89.46,45.85,0.03,0.03,,30.52,1.33,256.25,2.06,Secondary Runway 01,0,0,May,5,Thursday,3,0,2021,2021-05-06,7.416,WSW
2021-05-06 00:59:00,27,1.56,12.46,16.96,16.96,210.9,11.5,15.06,88.79,10545.56,94.44,84.49,4.68,29.87,,28.61,1.09,256.25,2.06,Secondary Runway 02,472.07,0,May,5,Thursday,3,0,2021,2021-05-06,7.416,WSW
2021-05-06 00:59:00,30,1.67,61.48,25.97,33.36,41.09,9.22,18.56,56.57,14666.21,68.03,48.04,3.06,30.4,,30.51,0.94,247.08,2.08,ATC Tower,500.73,0,May,5,Thursday,3,0,2021,2021-05-06,7.488,WSW
2021-05-06 00:59:00,32,1.76,64.79,8.48,9.6,12.09,31.86,11.87,64.34,20028.47,70.15,58.92,4.01,34.8,,33.28,,256.67,2.02,RIYADH FRONT(SASCO STATION 1),425.86,100,May,5,Thursday,3,0,2021,2021-05-06,7.272,WSW
2021-05-07 00:59:00,20,1.62,36.75,2.81,73.51,36.67,22.93,50.18,0,0,0,0,4.4,21.63,,31.79,0,186.33,3.12,Fire Station,512.91,0,May,5,Friday,4,0,2021,2021-05-07,11.232,S
2021-05-07 00:59:00,15,1.59,11.59,4.63,22.51,9.47,14.72,17.62,72.06,11952.52,89.21,46.39,0,0,,31.22,1.31,185.08,3.01,Secondary Runway 01,0,0,May,5,Friday,4,0,2021,2021-05-07,10.836,S
2021-05-07 00:59:00,30,1.73,60.97,24.11,33.59,44.81,8.75,17.63,59.02,15213.01,71.74,49.87,4.14,29.16,,31.25,0.93,174.38,2.91,ATC Tower,502.71,0,May,5,Friday,4,0,2021,2021-05-07,10.476,S
2021-05-07 00:59:00,134,1.56,517.89,0,39.24,0,0,10.8,60.45,6726.95,68.65,56.57,8.08,71.24,,33.68,,276.67,2.29,Family Camp,449.56,100,May,5,Friday,4,0,2021,2021-05-07,8.244,W
2021-05-07 00:59:00,40,1.56,36.07,54.54,8.89,38.07,31.13,15.26,63.39,17464.51,73.6,53.83,9.5,42.98,,30.99,0.34,224.7,2.05,Privet Aviation,440.85,0,May,5,Friday,4,0,2021,2021-05-07,7.38,SW
2021-05-07 00:59:00,50,1.66,100.98,0,6.52,9.17,16.35,10.83,53.97,15326.96,68.24,44.48,4.56,38.69,,33.82,,179.67,2.99,SASCO Station 3,433.46,100,May,5,Friday,4,0,2021,2021-05-07,10.764,S
2021-05-07 00:59:00,30,1.71,33.93,27.96,41.82,58.94,55.83,10.67,52.41,20485.74,63.01,47.07,4.09,28.76,,34.52,,276.67,2.29,AE123 Inbound K.S.R,448.17,100,May,5,Friday,4,0,2021,2021-05-07,8.244,W
2021-05-07 00:59:00,35,1.6,71.43,25.93,33.79,6.26,33.38,11.86,59.64,18397.89,72.91,47.17,5.78,25.03,,32.72,,276.67,2.29,CS 59 Storage,442.76,100,May,5,Friday,4,0,2021,2021-05-07,8.244,W
2021-05-07 00:59:00,22,1.56,11.18,15.71,17.45,230.34,14.31,14.81,89.77,11136.86,94.4,85.63,5.18,22.97,,29.52,1.08,186.33,3.06,Secondary Runway 02,471.78,0,May,5,Friday,4,0,2021,2021-05-07,11.016,S
2021-05-07 00:59:00,28,1.6,56,7.85,23.95,125.15,25.7,15.05,0,20929.53,0,0,1.51,2.02,,29.72,1.14,173.42,2.93,Royal Terminal,496.19,0,May,5,Friday,4,0,2021,2021-05-07,10.548,S
2021-05-07 00:59:00,24,1.62,14.15,24.81,20.64,5.35,16.01,10.81,72.84,22197.02,82.4,65.75,5.73,24.9,,34.21,1.21,185.92,2.99,Air Cargo,0,0,May,5,Friday,4,0,2021,2021-05-07,10.764,S
2021-05-07 00:59:00,31,1.78,63.77,5.1,9.69,6.34,30.94,11.22,64.34,19857.99,70.41,58.17,5.16,33.05,,34.83,,179.67,2.99,RIYADH FRONT(SASCO STATION 1),431.61,100,May,5,Friday,4,0,2021,2021-05-07,10.764,S
2021-05-08 00:59:00,47,1.52,32.39,61.68,9.56,194.37,33.48,15.25,63.53,17744.42,75.69,49.72,11.19,49.91,,30.93,0.28,234.56,2.44,Privet Aviation,437.85,0,May,5,Saturday,5,0,2021,2021-05-08,8.784,SW
2021-05-08 00:59:00,30,1.63,61.53,25.21,38.58,53.48,11.06,14.83,58.58,15519.03,71.07,48.84,4.72,32.49,,32.58,0.84,238.58,3.15,ATC Tower,498.53,0,May,5,Saturday,5,0,2021,2021-05-08,11.34,WSW
2021-05-08 00:59:00,19,1.59,28.08,3.34,76.44,44.93,25.7,50.72,0,0,0,0,4.34,20.77,,30.72,0,260.29,3.21,Fire Station,512.97,0,May,5,Saturday,5,0,2021,2021-05-08,11.556,W
2021-05-08 00:59:00,25,1.51,9.77,12.96,20.14,288.65,15.72,14.67,72.41,11318.23,77.87,69.99,5.75,27.89,,30.31,1.09,240.67,3.13,Secondary Runway 02,487.31,0,May,5,Saturday,5,0,2021,2021-05-08,11.268,WSW
2021-05-08 00:59:00,27,1.55,55.14,4.28,26.32,395.34,27.85,14.82,0,21262.16,0,0,1.55,2.04,,30.31,1.16,252.75,3.13,Royal Terminal,476.22,0,May,5,Saturday,5,0,2021,2021-05-08,11.268,WSW
2021-05-08 00:59:00,15,1.52,10.91,4.55,24.6,13.15,17.89,14.8,70.44,12433.63,87.92,45.78,0,0,,32.64,1.33,238.58,3.21,Secondary Runway 01,0,0,May,5,Saturday,5,0,2021,2021-05-08,11.556,WSW
2021-05-08 00:59:00,30,1.55,60.14,26.88,41.87,7.39,37.18,11.21,61.47,18627.9,74.28,47.99,6.69,31.66,,34.19,,275.21,2.72,CS 59 Storage,437.24,100,May,5,Saturday,5,0,2021,2021-05-08,9.792,W
2021-05-08 00:59:00,131,1.5,491.86,0,42.42,0,0,10.71,58.56,7993.09,66.63,55.11,7.72,71.47,,34.34,,275.21,2.72,Family Camp,436.02,100,May,5,Saturday,5,0,2021,2021-05-08,9.792,W
2021-05-08 00:59:00,25,1.56,11.65,23.62,24.16,5.09,22.22,10.61,74.05,22261.45,82.38,68.21,6.08,27.14,,35.08,1.23,253.17,3.19,Air Cargo,0,0,May,5,Saturday,5,0,2021,2021-05-08,11.484,WSW
2021-05-08 00:59:00,46,1.68,88.84,0.02,6.01,4.28,15.64,11,56.69,15356.08,71.02,44.5,5.25,51.09,,33.81,,239,3.13,SASCO Station 3,427.55,100,May,5,Saturday,5,0,2021,2021-05-08,11.268,WSW
2021-05-08 00:59:00,39,1.65,21.15,31.86,47.21,131.85,60.44,10.45,51.41,20400.62,62.88,45.17,4.94,42.54,,35.23,,275.21,2.72,AE123 Inbound K.S.R,445.05,100,May,5,Saturday,5,0,2021,2021-05-08,9.792,W
2021-05-09 00:59:00,20,1.56,38.67,1.39,73,97.47,20.36,51.45,0,0,0,0,4.5,21.68,,31.87,0,105.38,2.73,Fire Station,515.41,0,May,5,Sunday,6,0,2021,2021-05-09,9.828,ESE
2021-05-09 00:59:00,36,1.58,72.43,33.71,34.82,2.87,31.83,16.33,61.59,18810.42,74.55,48.1,7.58,36.71,,32.26,,252.5,2.49,CS 59 Storage,439.24,100,May,5,Sunday,6,0,2021,2021-05-09,8.964,WSW
2021-05-09 00:59:00,48,1.51,30.56,48.94,11.21,559.91,35.13,16.96,56.81,17792.11,68.38,48.43,11.52,51.96,,31.66,0.29,172.88,1.97,Privet Aviation,443.67,0,May,5,Sunday,6,0,2021,2021-05-09,7.092,S
2021-05-09 00:59:00,15,1.56,13.27,3.89,24.04,5.63,20.04,18.67,71.68,12883.32,89.54,47.49,0,0,,31.75,1.28,105.38,2.73,Secondary Runway 01,0,0,May,5,Sunday,6,0,2021,2021-05-09,9.828,ESE
2021-05-09 00:59:00,27,1.55,23.62,7.01,19.51,214.99,17.5,16.05,68.44,11896.38,73.06,66.8,5.89,29.9,,29.99,1.04,105.38,2.73,Secondary Runway 02,491.21,0,May,5,Sunday,6,0,2021,2021-05-09,9.828,ESE
2021-05-09 00:59:00,55,1.69,102.56,0,6.91,4.2,18.86,14.31,52.08,16391.83,65.71,44.38,6.8,62.71,,34.53,,101.21,2.71,SASCO Station 3,437.33,97.92,May,5,Sunday,6,0,2021,2021-05-09,9.756,E
2021-05-09 00:59:00,31,1.58,63.06,2.59,32.78,193.78,31.41,16,0,21075.48,0,0,1.67,2.11,,30.6,1.13,105.38,2.73,Royal Terminal,480.03,0,May,5,Sunday,6,0,2021,2021-05-09,9.828,ESE
2021-05-09 00:59:00,132,1.53,498.32,1.92,49.08,0,0.34,14.62,59.9,8800.84,68.74,56.23,6.03,45.7,,33.74,,252.5,2.49,Family Camp,431.58,100,May,5,Sunday,6,0,2021,2021-05-09,8.964,WSW
2021-05-09 00:59:00,39,1.7,33.61,35.22,52.79,89.56,65.37,14.65,50.31,21040.35,60.9,44.58,5.25,42.82,,34.47,,252.5,2.49,AE123 Inbound K.S.R,447.89,100,May,5,Sunday,6,0,2021,2021-05-09,8.964,WSW
2021-05-09 00:59:00,26,1.53,12.95,28.8,19.9,3.52,12.6,14.8,74.16,23091.81,83.16,67.5,6.23,27.91,,33.46,1.17,105.38,2.73,Air Cargo,0,0,May,5,Sunday,6,0,2021,2021-05-09,9.828,ESE
2021-05-09 00:59:00,33,1.64,67.14,27.07,39.88,36.09,10.85,18.68,58.19,15684.96,72.3,49.15,4.96,35.68,,31.66,0.59,105.38,2.73,ATC Tower,499.69,0,May,5,Sunday,6,0,2021,2021-05-09,9.828,ESE
2021-05-10 00:59:00,21,1.56,39.44,0.69,63.91,21.5,15.9,51.33,0,0,0,0,4.27,23.22,,31.14,0,173.5,2.18,Fire Station,508.4,0,May,5,Monday,0,0,2021,2021-05-10,7.848,S
2021-05-10 00:59:00,40,1.49,35.11,50.41,6.69,7.85,27.04,16.24,58.59,14558.46,70.71,48.93,9.05,44.32,,30.84,0.2,221.87,1.65,Privet Aviation,445.92,0,May,5,Monday,0,0,2021,2021-05-10,5.94,SW
2021-05-10 00:59:00,53,1.67,105.89,0,7.69,13.18,12.6,13.8,51.71,13439.85,65.78,42.86,5.33,59.54,,33.43,,178.5,2.22,SASCO Station 3,433.97,100,May,5,Monday,0,0,2021,2021-05-10,7.992,S
2021-05-10 00:59:00,40,1.7,39.69,17.45,37.26,56.55,45.43,13.53,51.22,17534.06,61.04,46.4,4.98,44.03,,34.16,,264.17,3.09,AE123 Inbound K.S.R,449.76,100,May,5,Monday,0,0,2021,2021-05-10,11.124,W
2021-05-10 00:59:00,22,1.55,15.3,28.25,17.28,8,10.48,13.4,74.17,20059.57,83.33,66.99,5.3,23.22,,33.75,1.16,178.5,2.22,Air Cargo,0,0,May,5,Monday,0,0,2021,2021-05-10,7.992,S
2021-05-10 00:59:00,136,1.5,536.93,0,30.47,0,0,13.85,60.53,7110.12,67.64,56.46,6.8,69.96,,33.43,,263.48,3.07,Family Camp,430.45,100,May,5,Monday,0,0,2021,2021-05-10,11.052,W
2021-05-10 00:59:00,32,1.55,64.19,3.89,19.57,42.61,23.03,15.69,0,18517.14,0,0,1.49,2.02,,30.05,1.12,182.67,2.24,Royal Terminal,476.99,0,May,5,Monday,0,0,2021,2021-05-10,8.064,S
2021-05-10 00:59:00,15,1.54,12.16,4.63,20.82,9.12,12.37,19.84,71.86,12934.19,89.91,47.72,0,0,,31.1,1.36,178.5,2.22,Secondary Runway 01,0,0,May,5,Monday,0,0,2021,2021-05-10,7.992,S
2021-05-10 00:59:00,30,1.52,21.4,14.55,16.52,247.37,9.96,15.75,68.51,11911.7,72.62,66.86,6.12,33.24,,29.86,1.12,176.42,2.2,Secondary Runway 02,491.37,0,May,5,Monday,0,0,2021,2021-05-10,7.92,S
2021-05-10 00:59:00,44,1.55,89.74,23.79,29.16,13.89,26.91,14.84,59.57,16918.16,72.47,47.62,6.44,32.36,,32.32,,264.17,3.09,CS 59 Storage,442.5,100,May,5,Monday,0,0,2021,2021-05-10,11.124,W
2021-05-10 00:59:00,34,1.65,62.76,24.4,29.44,39.57,7.26,19.96,58.07,15455.2,69.75,50.19,4.41,37.19,,31.12,0.58,187.25,2.15,ATC Tower,500,0,May,5,Monday,0,0,2021,2021-05-10,7.74,S
2021-05-11 00:59:00,35,1.48,26.63,40.17,7.47,548.21,34.03,14.41,56.66,16320.11,67.57,48.41,7.49,38.83,,31.88,0.25,203.91,1.8,Privet Aviation,449.55,0,May,5,Tuesday,1,0,2021,2021-05-11,6.48,SSW
2021-05-11 00:59:00,30,1.67,61.23,21.32,30.87,54.13,7.57,16.9,56.52,13707.83,68.35,48.32,3.35,32.54,,32.71,0.39,152.46,2.03,ATC Tower,498.45,0,May,5,Tuesday,1,0,2021,2021-05-11,7.308,SSE
2021-05-11 00:59:00,20,1.5,8.43,5.71,18.79,310.92,11.84,13.78,68.56,9659.97,72.63,66.92,4.18,22.19,,30.9,0.92,149.83,2.01,Secondary Runway 02,489.04,0,May,5,Tuesday,1,0,2021,2021-05-11,7.236,SSE
2021-05-11 00:59:00,130,1.5,482.11,8.93,38.83,6.05,4.11,8.88,57.96,8886.05,65.59,54.5,4.75,48.12,,34.96,,255.83,3.39,Family Camp,434.44,100,May,5,Tuesday,1,0,2021,2021-05-11,12.204,WSW
2021-05-11 00:59:00,36,1.56,72.52,27.17,33.26,13.87,30.65,9.29,56.7,18767.34,69.24,46.91,5.46,29.17,,34.15,,255.83,3.39,CS 59 Storage,437.73,100,May,5,Tuesday,1,0,2021,2021-05-11,12.204,WSW
2021-05-11 00:59:00,23,1.55,47.68,7.13,18.26,314.88,25.39,14.33,0,19937.53,0,0,1.78,2.15,,30.91,1.06,157.33,2.01,Royal Terminal,477.94,0,May,5,Tuesday,1,0,2021,2021-05-11,7.236,SSE
2021-05-11 00:59:00,15,1.54,12.02,2.77,23.17,13.4,14.2,16.89,71.18,10883.86,88.6,45.83,0,0,,32.71,1.18,150.92,2.08,Secondary Runway 01,0,0,May,5,Tuesday,1,0,2021,2021-05-11,7.488,SSE
2021-05-11 00:59:00,17,1.58,29.53,10.9,66.53,116.96,19.2,49.81,0,0,0,0,3.54,18.29,,31.81,0,149.83,2.01,Fire Station,506.79,0,May,5,Tuesday,1,0,2021,2021-05-11,7.236,SSE
2021-05-11 00:59:00,49,1.66,99.32,0,5.87,17.37,14.49,8.7,51.89,14304.12,65.75,42.58,3.17,31.74,,35.26,,154,1.99,SASCO Station 3,440.16,95.83,May,5,Tuesday,1,0,2021,2021-05-11,7.164,SSE
2021-05-11 00:59:00,34,1.69,29.85,35.4,45.34,73.25,64.24,8.43,50.49,20386.08,60.06,45.98,2.58,23.41,,36.21,,255.83,3.39,AE123 Inbound K.S.R,449.89,100,May,5,Tuesday,1,0,2021,2021-05-11,12.204,WSW
2021-05-11 00:59:00,19,1.56,12.7,25.74,21.49,12.54,11.03,8.68,72.29,22631.02,81.46,64.61,4.39,20.5,,35.17,1.1,154.42,1.99,Air Cargo,0,0,May,5,Tuesday,1,0,2021,2021-05-11,7.164,SSE
2021-05-12 00:59:00,34,1.72,18.1,27.09,26.01,5.95,15.27,17.31,73.89,17844.49,82.93,66.26,7.86,37.42,,34.33,0.94,156.04,2.83,Air Cargo,0,0,May,5,Wednesday,2,0,2021,2021-05-12,10.188,SSE
2021-05-12 00:59:00,43,1.79,82.27,36.34,43.5,27.41,10.51,24.29,60.91,13607.84,75.19,49.48,6.14,46.91,,31.96,0.45,156.04,2.83,ATC Tower,501.38,0,May,5,Wednesday,2,0,2021,2021-05-12,10.188,SSE
2021-05-12 00:59:00,17,1.71,19.01,10.31,25.73,4.6,19.76,24.14,72.5,9073.59,88.49,47.31,0.01,0.01,,31.99,0.86,156.88,2.77,Secondary Runway 01,0,0,May,5,Wednesday,2,0,2021,2021-05-12,9.972,SSE
2021-05-12 00:59:00,43,1.85,57.75,10.9,43.78,11.71,44.54,17.79,53.82,14183.39,65.06,47.9,5.97,46.85,,34.33,,254.17,3.64,AE123 Inbound K.S.R,464.3,100,May,5,Wednesday,2,0,2021,2021-05-12,13.104,WSW
2021-05-12 00:59:00,70,1.9,135.3,0,11.05,16.33,13.89,18.69,53.76,13552.25,68.2,43,9.47,88.09,,34.19,,156.04,2.88,SASCO Station 3,442.29,99.17,May,5,Wednesday,2,0,2021,2021-05-12,10.368,SSE
2021-05-12 00:59:00,62,1.65,67.97,57.7,10.91,11.5,44.57,18.81,64.09,14402.48,74.57,53.67,16.64,78.46,,31.55,0.16,210.59,3.1,Privet Aviation,452.15,0,May,5,Wednesday,2,0,2021,2021-05-12,11.16,SSW
2021-05-12 00:59:00,48,1.75,98.44,0.08,37.33,20.02,37.1,17.93,0,16098.82,0,0,1.51,1.9,,30.45,0.97,156.04,2.83,Royal Terminal,485.65,0,May,5,Wednesday,2,0,2021,2021-05-12,10.188,SSE
2021-05-12 00:59:00,52,1.72,102.95,13.8,45.54,10.54,35.76,20.06,61.16,13723.54,73.68,47.84,8.89,43.53,,33.11,,254.17,3.64,CS 59 Storage,441.95,100,May,5,Wednesday,2,0,2021,2021-05-12,13.104,WSW
2021-05-12 00:59:00,135,1.73,527.77,3.3,55.5,1.89,2.7,18.02,56.76,5814.81,64.94,53.49,9.59,71.74,,34.35,,254.17,3.64,Family Camp,437.18,100,May,5,Wednesday,2,0,2021,2021-05-12,13.104,WSW
2021-05-12 00:59:00,33,1.77,67.16,0,87.67,14.45,30.65,52.84,0,0,0,0,6.5,35.69,,32.09,0,155.21,2.81,Fire Station,511.34,0,May,5,Wednesday,2,0,2021,2021-05-12,10.116,SSE
2021-05-12 00:59:00,36,1.71,35.87,24.52,21.6,183.79,18.08,19.07,68.82,8120.54,73.67,66.95,7.37,39.09,,29.72,0.68,154.79,2.79,Secondary Runway 02,494.5,0,May,5,Wednesday,2,0,2021,2021-05-12,10.044,SSE
2021-05-13 00:59:00,34,1.48,15.6,26.13,23.5,3.85,6.24,11.33,73.03,20062.17,81.16,67.28,8.25,31.94,,37.72,1.04,141.88,3.48,Air Cargo,0,0,May,5,Thursday,3,0,2021,2021-05-13,12.528,SE
2021-05-13 00:59:00,29,1.43,19.5,13.96,19.37,337.35,9.14,15.01,69.48,12477.02,74.99,67.19,7.06,28.9,,32.42,1.05,141.88,3.48,Secondary Runway 02,488.57,0,May,5,Thursday,3,0,2021,2021-05-13,12.528,SE
2021-05-13 00:59:00,40,1.49,81.95,1.57,17.93,27.39,20.38,14.91,0,18669.63,0,0,1.94,2.47,,32.55,0.99,142.29,3.5,Royal Terminal,481.71,0,May,5,Thursday,3,0,2021,2021-05-13,12.6,SE
2021-05-13 00:59:00,129,1.47,471.31,4.24,44.65,6.59,1.83,12.08,56.37,5368.94,64.17,53.35,7.89,52.67,,36.98,,252.17,4.25,Family Camp,424.67,100,May,5,Thursday,3,0,2021,2021-05-13,15.3,WSW
2021-05-13 00:59:00,38,1.51,76.25,25.93,34.89,19.44,28.95,12.1,62.49,17897.92,76.41,47.06,8.74,36.43,,37,,251.75,4.29,CS 59 Storage,432.28,100,May,5,Thursday,3,0,2021,2021-05-13,15.444,WSW
2021-05-13 00:59:00,34,1.57,63.76,23.54,29.44,43.23,2.62,14.51,60.75,14387.12,75.31,49.5,5.82,37.14,,33.01,0.35,142.71,3.52,ATC Tower,493.91,0,May,5,Thursday,3,0,2021,2021-05-13,12.672,SE
2021-05-13 00:59:00,86,1.74,164.13,0,10.75,10.99,10.27,11.6,51.59,14681.47,65.75,42.97,7.65,60.71,,37.73,,140.46,3.52,SASCO Station 3,449.85,98.61,May,5,Thursday,3,0,2021,2021-05-13,12.672,SE
2021-05-13 00:59:00,14,1.47,11.57,5.16,21.24,6.86,6.42,14.41,73.34,13357.84,89.81,46.74,0,0,,33.09,1.3,141.88,3.48,Secondary Runway 01,0,0,May,5,Thursday,3,0,2021,2021-05-13,12.528,SE
2021-05-13 00:59:00,57,1.42,47.14,56.72,7.44,9.33,33.01,15.47,64.25,15171.75,74.92,53.4,14.74,62.36,,33.41,0.15,204.33,3.11,Privet Aviation,448.73,0,May,5,Thursday,3,0,2021,2021-05-13,11.196,SSW
2021-05-13 00:59:00,39,1.67,36.98,22.09,45.2,42.59,48.05,11.58,52.06,20697.81,63.9,45.51,6.3,42.37,,37.7,,251.75,4.23,AE123 Inbound K.S.R,442.42,100,May,5,Thursday,3,0,2021,2021-05-13,15.228,WSW
2021-05-13 00:59:00,29,1.52,59.26,0.1,78.93,11.14,25.23,50.43,0,0,0,0,5.91,25.24,,33.63,0,141.88,3.48,Fire Station,503.07,0,May,5,Thursday,3,0,2021,2021-05-13,12.528,SE
2021-05-14 00:59:00,30,1.68,28.57,25.29,45.19,27.31,47.37,10.72,52.19,20349.5,65.1,43.63,6.75,32.73,,37.05,,246.5,4.01,AE123 Inbound K.S.R,437.99,100,May,5,Friday,4,0,2021,2021-05-14,14.436,WSW
2021-05-14 00:59:00,15,1.5,23.28,11.8,25.77,5.17,16.98,13.87,72.89,12875.08,88.95,46.58,0.01,0.01,,38.72,1.22,146.04,2.99,Secondary Runway 01,0,0,May,5,Friday,4,0,2021,2021-05-14,10.764,SE
2021-05-14 00:59:00,28,1.55,57.85,1.37,91.07,24.05,28.56,50.2,0,0,0,0,6.16,21.35,,33.7,0,150.21,3.06,Fire Station,506.61,0,May,5,Friday,4,0,2021,2021-05-14,11.016,SSE
2021-05-14 00:59:00,38,1.48,14.6,29.94,25.56,0.17,6.42,10.23,69.17,22580.01,78.46,60.89,9.18,27.95,,37.63,1.08,156.04,2.97,Air Cargo,0,0,May,5,Friday,4,0,2021,2021-05-14,10.692,SSE
2021-05-14 00:59:00,34,1.48,28.34,37.34,21.24,296.71,11.95,14.62,69.69,12197.41,75.76,67.19,8.07,25.91,,32.23,1,148.13,3.04,Secondary Runway 02,475.16,0,May,5,Friday,4,0,2021,2021-05-14,10.944,SSE
2021-05-14 00:59:00,55,1.73,108.47,0,7.08,1.34,12.84,10.17,51.7,14247.63,64.69,44.06,7.34,47.03,,37.9,,148.91,3.1,SASCO Station 3,454.34,97.83,May,5,Friday,4,0,2021,2021-05-14,11.16,SSE
2021-05-14 00:59:00,40,1.59,82.01,41.84,44.35,32.99,8.23,13.85,59.35,16317.02,73.4,49.17,5.85,30.6,,38.84,0.36,153.54,3.04,ATC Tower,494.54,0,May,5,Friday,4,0,2021,2021-05-14,10.944,SSE
2021-05-14 00:59:00,127,1.51,449.65,10.03,49.59,8.34,3.8,10.56,56.33,5499.73,64.21,53.3,7.53,41.79,,37.09,,246.5,4.01,Family Camp,411.89,100,May,5,Friday,4,0,2021,2021-05-14,14.436,WSW
2021-05-14 00:59:00,41,1.53,83.63,7.26,24.99,46.69,25.44,14.58,0,20541.42,0,0,1.99,2.52,,32.75,0.99,154.38,3.06,Royal Terminal,483.11,0,May,5,Friday,4,0,2021,2021-05-14,11.016,SSE
2021-05-14 00:59:00,40,1.57,72.98,47.59,36.35,1.84,29.74,11.17,62.03,18025.82,74.93,46.57,9.52,29.46,,36.59,,246.5,4.01,CS 59 Storage,428.89,100,May,5,Friday,4,0,2021,2021-05-14,14.436,WSW
2021-05-14 00:59:00,56,1.46,51.32,69.22,9.69,259.96,38.04,15.08,60.99,17781.16,72.55,50.74,14.29,51.87,,33.56,0.15,214.64,2.82,Privet Aviation,452.62,0,May,5,Friday,4,0,2021,2021-05-14,10.152,SW
2021-05-15 00:59:00,43,1.56,15.94,29.23,25.13,3.66,7.86,12.05,69.27,20941.83,78.1,61.89,10.38,34.45,,37.16,1.02,185.83,3.49,Air Cargo,0,0,May,5,Saturday,5,0,2021,2021-05-15,12.564,S
2021-05-15 00:59:00,39,1.74,42.98,16.33,36.1,9.08,34.51,12.47,54.12,19909.54,67.34,45.65,7.81,43.01,,36.63,,262.04,2.79,AE123 Inbound K.S.R,441.59,100,May,5,Saturday,5,0,2021,2021-05-15,10.044,W
2021-05-15 00:59:00,131,1.53,494.25,4.69,40.7,3.01,0.79,12.47,56.95,4136.09,65.08,53.49,8.53,52.08,,36.43,,262.04,2.79,Family Camp,410.22,100,May,5,Saturday,5,0,2021,2021-05-15,10.044,W
2021-05-15 00:59:00,15,1.54,18.67,13.68,24.09,2.92,17.71,15.92,74.61,12891.95,89.94,47.65,0.01,0.02,,35.05,1.23,183.33,3.27,Secondary Runway 01,0,0,May,5,Saturday,5,0,2021,2021-05-15,11.772,S
