To Date,AQI,CO (mg/m³),NO₂ (µg/m³ ),O₃ (µg/m³ ),H₂S (µg/m³ ),NO (µg/m³ ),SO₂ (µg/m³),R. Humidity (%),Leq (dB),Light (Lux),Lmax (dB),Lmin (dB),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³),PM₁ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s),Station,CO₂ (ppm),Battery (%),Month,Month Index,Day,Day Index,Hour,Year,Date,Wind Speed (km/h),Wind Direction (compass)
2020-03-02 00:59:00,15,1.51,4.59,22.64,11.28,12.55,18.97,20.12,64.27,8477.88,78.35,47.52,2.05,6.33,0.38,23.19,0.91,227.73,4.2,Secondary Runway 01,0,0,March,3,Monday,0,0,2020,2020-03-02,15.12,SW
2020-03-02 00:59:00,15,1.59,10.5,18.67,21.24,42.65,25.26,19.75,59.43,19847.47,69.55,53.28,3.43,15.34,0.6,23.95,2.03,219.05,4.25,ATC Tower,500.18,0,March,3,Monday,0,0,2020,2020-03-02,15.3,SW
2020-03-02 00:59:00,15,1.52,13.19,7.58,16.55,20.83,22.32,20.26,70.39,12395.8,88.44,51.1,0,0,0,23.23,1.52,231.74,4.26,Primary Runway,427.18,0,March,3,Monday,0,0,2020,2020-03-02,15.336,SW
2020-03-02 00:59:00,20,1.52,10.33,11.07,20.78,8.49,38.49,18.23,62.64,13936.24,71.07,59.48,0,0,0,24.77,1.69,236.67,4.17,Fire Station,499.65,0,March,3,Monday,0,0,2020,2020-03-02,15.012,WSW
2020-03-02 00:59:00,21,1.52,12.01,23.54,14.38,5.62,14.93,21.56,61.23,13937.09,72.82,49.89,5.04,5.04,4.98,24.2,1.44,229.57,4.24,Privet Aviation,421.71,0,March,3,Monday,0,0,2020,2020-03-02,15.264,SW
2020-03-02 00:59:00,15,1.52,2.5,15.02,17.24,2.25,9.75,20.84,63.04,6312.48,78.78,45.07,0,0,0,21.67,0.75,235.42,4.08,Secondary Runway 02,460.72,0,March,3,Monday,0,0,2020,2020-03-02,14.688,SW
2020-03-02 00:59:00,57,1.53,7.6,18.73,10.04,2.06,26.59,19.86,75.06,15883.47,88.96,62.47,14.97,50.74,2.91,22.7,1.28,220.95,4.3,Air Cargo,0,0,March,3,Monday,0,0,2020,2020-03-02,15.48,SW
2020-03-02 00:59:00,15,1.54,7.34,18.08,23.99,20.09,25.62,19.5,53.37,17790.58,65.66,45.7,0.01,0.01,0,24.74,1.93,225.91,4.27,Royal Terminal,434.38,0,March,3,Monday,0,0,2020,2020-03-02,15.372,SW
2020-03-03 00:59:00,92,1.55,8.39,21.34,5.32,6.4,9.8,24.14,74.56,15459.47,89.27,60.96,31.44,89.44,5.36,17.19,1.29,219.91,3.77,Air Cargo,0,0,March,3,Tuesday,1,0,2020,2020-03-03,13.572,SW
2020-03-03 00:59:00,34,1.62,7.47,21.56,14.87,15.63,9.75,23.28,59.54,18094.56,71.16,52.98,8.05,30.66,1.14,18.89,1.91,219.95,3.96,ATC Tower,495.6,0,March,3,Tuesday,1,0,2020,2020-03-03,14.256,SW
2020-03-03 00:59:00,20,1.54,5.66,23.01,11.57,4.93,4.19,24.63,64.4,8019.48,78.18,49.05,4.78,12.99,0.74,17.75,0.94,231.73,3.64,Secondary Runway 01,0,0,March,3,Tuesday,1,0,2020,2020-03-03,13.104,SW
2020-03-03 00:59:00,22,1.52,9.71,24.78,10.82,3.74,12.68,25.28,59.7,12901.57,72.58,47.23,5.32,5.32,5.26,19.4,1.33,227.46,3.8,Privet Aviation,423.61,0,March,3,Tuesday,1,0,2020,2020-03-03,13.68,SW
2020-03-03 00:59:00,15,1.52,10.61,12.01,9.41,3.45,10.45,24.81,69.58,13812.56,88.09,48.21,0,0,0,17.86,1.68,227.46,3.8,Primary Runway,424.52,0,March,3,Tuesday,1,0,2020,2020-03-03,13.68,SW
2020-03-03 00:59:00,15,1.55,3.09,15.8,13.66,2,5.9,27.2,63.8,6998.2,78.5,46.84,0,0,0,14.82,0.91,251.45,3.68,Secondary Runway 02,471.26,0,March,3,Tuesday,1,0,2020,2020-03-03,13.248,WSW
2020-03-03 00:59:00,15,1.53,8.77,13.13,15.57,0,21.46,22.49,61.61,14374.01,68.87,58.97,0,0,0,19.4,1.75,231.32,3.86,Fire Station,503.85,0,March,3,Tuesday,1,0,2020,2020-03-03,13.896,SW
2020-03-03 00:59:00,15,1.54,7.7,19.22,10.7,1.6,9.54,24.96,53.71,16782.76,65.04,46.88,0,0,0,18.47,1.9,237.74,3.88,Royal Terminal,438.1,0,March,3,Tuesday,1,0,2020,2020-03-03,13.968,WSW
2020-03-04 00:59:00,16,1.6,9.63,18.38,6.44,10.1,11.32,21.46,73.9,18689.63,89.45,60.83,3.72,12.33,0.78,18.52,1.67,211.1,1.86,Air Cargo,0,0,March,3,Wednesday,2,0,2020,2020-03-04,6.696,SSW
2020-03-04 00:59:00,23,1.56,10.91,21.54,13.24,37.39,13.68,23.76,58.75,14139.56,71.51,48.54,5.52,5.52,5.46,20.54,1.62,205.43,1.86,Privet Aviation,426.43,0,March,3,Wednesday,2,0,2020,2020-03-04,6.696,SSW
2020-03-04 00:59:00,15,1.56,8.39,12.54,17.27,31.01,28.72,20.07,62.24,14438.94,68.83,59.28,0,0,0,20.94,1.97,182,1.95,Fire Station,505.99,0,March,3,Wednesday,2,0,2020,2020-03-04,7.02,S
2020-03-04 00:59:00,15,1.56,3.74,15.21,14.13,5.5,6.39,23.16,62.43,7923.46,78.93,45.63,0,0,0,17.02,1.09,207.29,1.95,Secondary Runway 02,471.04,0,March,3,Wednesday,2,0,2020,2020-03-04,7.02,SSW
2020-03-04 00:59:00,15,1.56,10.73,10.05,12.57,33.74,15.12,22.42,69.65,9510.11,88.05,49.25,0,0,0,19.3,1.86,194.05,1.86,Primary Runway,427.02,0,March,3,Wednesday,2,0,2020,2020-03-04,6.696,SSW
2020-03-04 00:59:00,15,1.56,6.55,18.98,17.7,35.94,16.38,21.11,55.29,21339.53,66,47.94,0,0,0,21.23,2.53,207.95,1.91,Royal Terminal,437.21,0,March,3,Wednesday,2,0,2020,2020-03-04,6.876,SSW
2020-03-04 00:59:00,15,1.56,7.43,21.2,11.26,11.03,13.7,22.5,63.11,9725.05,78.35,48.03,0.58,1.95,0.1,19.35,1.32,216.32,1.8,Secondary Runway 01,0,0,March,3,Wednesday,2,0,2020,2020-03-04,6.48,SW
2020-03-04 00:59:00,16,1.67,9.8,18,18.04,18.79,15.25,23.04,59.72,16551.88,70.28,53.52,0.76,4.06,0.13,18.66,1.97,192.39,1.84,ATC Tower,498.29,0,March,3,Wednesday,2,0,2020,2020-03-04,6.624,SSW
2020-03-05 00:59:00,15,1.58,8.99,10.95,17.44,8.16,28.58,20.15,62.3,12450.15,68.47,59.47,0,0,0,20.84,1.48,100.5,1.76,Fire Station,510.61,0,March,3,Thursday,3,0,2020,2020-03-05,6.336,E
2020-03-05 00:59:00,15,1.57,11.84,8.54,13.23,13.41,16.9,20.54,69.82,11353.59,87.83,50.7,0,0,0,20.93,1.89,140.65,1.78,Primary Runway,426.7,0,March,3,Thursday,3,0,2020,2020-03-05,6.408,SE
2020-03-05 00:59:00,15,1.57,6.42,21.73,11.29,12.52,13.18,20.08,63.1,10915.98,78.03,48.35,0.61,2.69,0.1,20.9,1.35,142.81,1.81,Secondary Runway 01,0,0,March,3,Thursday,3,0,2020,2020-03-05,6.516,SE
2020-03-05 00:59:00,21,1.58,11.12,20.57,11.35,6.97,13.73,23.2,58.92,14606.5,71.45,46.74,5.09,5.09,5.03,20.6,1.52,140.65,1.78,Privet Aviation,422.28,0,March,3,Thursday,3,0,2020,2020-03-05,6.408,SE
2020-03-05 00:59:00,16,1.6,9.3,17.85,7.25,7.93,12.45,21.37,73.66,14645.6,89.03,57.94,3.02,13.72,0.6,18.77,1.16,136.68,1.83,Air Cargo,0,0,March,3,Thursday,3,0,2020,2020-03-05,6.588,SE
2020-03-05 00:59:00,15,1.57,3.74,14.55,14.43,5.25,6.34,21.63,62.3,7800.38,78.65,44.84,0,0,0,18.51,1.01,141.45,1.75,Secondary Runway 02,466.75,0,March,3,Thursday,3,0,2020,2020-03-05,6.3,SE
2020-03-05 00:59:00,15,1.58,8,17.24,18.08,5.66,16.11,20.81,54.91,18449.37,66.7,46.84,0,0,0,21.52,2.17,135.3,1.86,Royal Terminal,435.86,0,March,3,Thursday,3,0,2020,2020-03-05,6.696,SE
2020-03-05 00:59:00,16,1.64,10.71,17.69,18.58,28.42,18.34,20.76,59.41,19659.46,68.87,53,0.67,4.64,0.12,20.76,2.2,148.78,1.86,ATC Tower,499.19,0,March,3,Thursday,3,0,2020,2020-03-05,6.696,SSE
2020-03-06 00:59:00,21,1.61,12.14,21.18,15.5,31.8,15.22,20.67,59.65,14879.83,71.62,50.29,5.12,5.12,5.06,23.76,1.54,134.35,1.71,Privet Aviation,428.28,0,March,3,Friday,4,0,2020,2020-03-06,6.156,SE
2020-03-06 00:59:00,16,1.68,10.09,19.28,11.89,17.31,20.67,19.24,64.51,10056.34,80.17,47.85,0.93,4.24,0.15,22.52,1.29,122.05,1.83,Secondary Runway 01,0,0,March,3,Friday,4,0,2020,2020-03-06,6.588,ESE
2020-03-06 00:59:00,17,1.7,13.04,15.98,19.57,23.57,19.41,18.99,59.89,20131.35,70.54,52.93,0.91,5.1,0.16,22.78,2.2,131.68,1.69,ATC Tower,500.46,0,March,3,Friday,4,0,2020,2020-03-06,6.084,SE
2020-03-06 00:59:00,18,1.73,11.55,9.27,19.74,35.45,33.77,19.04,62.77,10176.59,71.16,59.35,0,0,0,22.47,1.34,141.9,1.71,Fire Station,521.06,0,March,3,Friday,4,0,2020,2020-03-06,6.156,SE
2020-03-06 00:59:00,18,1.62,15.66,7.97,15.42,50.07,34.53,19.83,70.67,11857.29,88.93,51.3,0,0,0,22.33,2.1,142.71,1.64,Primary Runway,431.86,0,March,3,Friday,4,0,2020,2020-03-06,5.904,SE
2020-03-06 00:59:00,16,1.69,4.7,13.07,17.14,7.67,9.27,20.8,58.42,5362.64,73.75,44.48,0,0,0,19.78,0.73,124.14,1.56,Secondary Runway 02,465.69,0,March,3,Friday,4,0,2020,2020-03-06,5.616,SE
2020-03-06 00:59:00,17,1.71,9.97,15.78,22.48,31.67,25.65,21.03,54.3,14732.31,64.55,48.7,0,0,0,22.08,1.7,140.4,1.72,Royal Terminal,441.89,0,March,3,Friday,4,0,2020,2020-03-06,6.192,SE
2020-03-06 00:59:00,20,1.69,11.74,16.75,7,15.69,14.91,19.47,74.8,17519.92,89.71,62.28,4.79,20.94,0.92,20.88,1.47,133.54,1.85,Air Cargo,0,0,March,3,Friday,4,0,2020,2020-03-06,6.66,SE
2020-03-07 00:59:00,19,1.67,12.36,8.25,20.62,19.64,36.44,14.09,63.38,12295.67,73.54,58.98,0,0,0,25.46,1.47,158.52,2.81,Fire Station,518.09,0,March,3,Saturday,5,0,2020,2020-03-07,10.116,SSE
2020-03-07 00:59:00,40,1.67,10.26,14.41,9.21,3.17,21.33,14.33,73.02,15836.62,87.3,60.67,9.64,34.41,1.95,23.94,1.34,158,2.8,Air Cargo,0,0,March,3,Saturday,5,0,2020,2020-03-07,10.08,SSE
2020-03-07 00:59:00,16,1.66,10.27,15.35,13.79,2.39,10.98,17.31,56.4,19896.88,66.33,47.03,0,0,0,23.19,2.06,167.05,3.12,Royal Terminal,434.93,0,March,3,Saturday,5,0,2020,2020-03-07,11.232,SSE
2020-03-07 00:59:00,21,1.62,13.59,18.38,14.66,7.04,14.67,16.98,59.92,13202.67,71.25,52.07,4.92,4.92,4.86,25,1.33,163.79,3.07,Privet Aviation,430.62,0,March,3,Saturday,5,0,2020,2020-03-07,11.052,SSE
2020-03-07 00:59:00,16,1.61,15.79,5.22,14.9,4.05,30.31,15.92,69.2,12248.5,86.95,53.07,0,0,0,23.99,1.71,162.77,3.09,Primary Runway,426.74,0,March,3,Saturday,5,0,2020,2020-03-07,11.124,SSE
2020-03-07 00:59:00,16,1.62,6.76,21.67,10.48,18.12,14.65,15.69,63.86,9972.36,79.45,47.23,1.82,5.35,0.37,24.01,1.15,166.13,3.32,Secondary Runway 01,0,0,March,3,Saturday,5,0,2020,2020-03-07,11.952,SSE
2020-03-07 00:59:00,16,1.68,11.46,15.63,17.65,26.42,16.48,16.09,61.55,19197.8,74.5,52.29,1.85,8.2,0.33,23.87,2.04,164.59,3.14,ATC Tower,499.36,0,March,3,Saturday,5,0,2020,2020-03-07,11.304,SSE
2020-03-07 00:59:00,16,1.6,3.27,13.86,15.64,12.83,7.1,16.4,51.29,7613.74,65.54,42.7,0,0,0,22.29,0.95,164.83,3.12,Secondary Runway 02,457.1,0,March,3,Saturday,5,0,2020,2020-03-07,11.232,SSE
2020-03-08 00:59:00,65,1.58,8.99,18.93,19.12,33.99,19.52,18.02,60.05,18162.81,70.81,52.3,18.63,70.41,2.61,23.39,1.92,250.45,4.12,ATC Tower,496.52,0,March,3,Sunday,6,0,2020,2020-03-08,14.832,WSW
2020-03-08 00:59:00,16,1.53,10.75,10.74,19.36,0,30.97,16.83,62.88,10318.72,70.78,59.27,0,0,0,23.69,1.19,247.62,4.19,Fire Station,509.91,0,March,3,Sunday,6,0,2020,2020-03-08,15.084,WSW
2020-03-08 00:59:00,159,1.53,5.83,19,10.09,3.25,25.81,17.79,73.55,15017.63,89.11,57.91,70.24,214.95,11.69,22.59,1.36,251.82,4.15,Air Cargo,0,0,March,3,Sunday,6,0,2020,2020-03-08,14.94,WSW
2020-03-08 00:59:00,49,1.5,3.86,24.46,11.65,16.31,15.77,18.57,62.74,11355.74,77.24,46.98,11.86,32.62,1.79,22.8,1.38,244.52,4.03,Secondary Runway 01,0,0,March,3,Sunday,6,0,2020,2020-03-08,14.508,WSW
2020-03-08 00:59:00,14,1.48,1.94,16.31,17.63,5.44,11.29,18.94,62.19,7910.61,77.53,44.84,0,0,0,21.69,0.93,242.05,3.97,Secondary Runway 02,449.55,0,March,3,Sunday,6,0,2020,2020-03-08,14.292,WSW
2020-03-08 00:59:00,15,1.52,12.12,6.75,14.43,0.27,17.66,19.36,70.11,12745.84,88.28,50.75,0,0,0,22.18,1.28,244,3.92,Primary Runway,411.88,0,March,3,Sunday,6,0,2020,2020-03-08,14.112,WSW
2020-03-08 00:59:00,20,1.5,11.42,23.56,13.33,0.64,15.2,19.57,60.39,12767.79,72.89,47.97,4.77,4.77,4.72,23.58,1.21,238.57,4.07,Privet Aviation,422.77,0,March,3,Sunday,6,0,2020,2020-03-08,14.652,WSW
2020-03-08 00:59:00,15,1.53,8.09,17.65,18.41,0.83,17.37,18.82,55.58,17207.2,67.3,45.9,0,0,0,23.28,1.8,241.74,4.05,Royal Terminal,427.25,0,March,3,Sunday,6,0,2020,2020-03-08,14.58,WSW
2020-03-09 00:59:00,15,1.53,13.91,15.47,17.26,0,21.56,26.44,64.07,14617.09,72.47,59.57,0,0,0,21.12,1.57,315.1,4.75,Fire Station,505.56,0,March,3,Monday,0,0,2020,2020-03-09,17.1,NW
2020-03-09 00:59:00,15,1.52,6.47,20.81,14.77,0.04,4.11,30.72,62.06,4764.63,76.65,44.77,0,0,0,17.65,0.58,319.09,4.78,Secondary Runway 02,454.53,0,March,3,Monday,0,0,2020,2020-03-09,17.208,NW
2020-03-09 00:59:00,15,1.52,15.39,12.88,11.18,0.1,11.19,29.57,71.38,14290.65,88.82,52.7,0,0,0,19.68,1.86,316.17,4.67,Primary Runway,413.03,0,March,3,Monday,0,0,2020,2020-03-09,16.812,NW
2020-03-09 00:59:00,15,1.53,12.08,21.2,11.01,0.12,7.89,29.99,54.54,16941.14,68.12,43.66,0,0,0,19.59,1.69,319.13,4.64,Royal Terminal,427.67,0,March,3,Monday,0,0,2020,2020-03-09,16.704,NW
2020-03-09 00:59:00,20,1.53,15.54,31.37,11,1.14,9.41,31.59,63.23,12054.51,74.47,51.82,4.78,4.78,4.72,19.85,1.23,318.78,4.71,Privet Aviation,422.46,0,March,3,Monday,0,0,2020,2020-03-09,16.956,NW
2020-03-09 00:59:00,15,1.53,7.72,28.35,11.25,4.58,2.31,28.52,62.82,9358.46,76.79,46.44,2.52,6.28,0.52,19.93,1.04,318.35,4.8,Secondary Runway 01,0,0,March,3,Monday,0,0,2020,2020-03-09,17.28,NW
2020-03-09 00:59:00,74,1.55,10.12,22.58,6.89,0.63,10.64,27.79,74.56,17348.38,89.12,59.7,23.24,73.1,4.81,19.97,1.35,320,4.95,Air Cargo,0,0,March,3,Monday,0,0,2020,2020-03-09,17.82,NW
2020-03-09 00:59:00,17,1.61,8.64,24.7,16.03,14.22,7.47,28.05,59.48,17972.76,70.81,52.28,4.13,16.32,0.79,20.02,1.8,318.7,4.8,ATC Tower,493.63,0,March,3,Monday,0,0,2020,2020-03-09,17.28,NW
2020-03-10 00:59:00,15,1.57,12.97,12.05,15.53,0,21.12,28.53,62.29,13825.29,69.91,59.24,0,0,0,21.03,1.67,183.58,2.65,Fire Station,506.25,0,March,3,Tuesday,1,0,2020,2020-03-10,9.54,S
2020-03-10 00:59:00,16,1.66,11.18,19.75,15.35,14.81,10.11,30.77,58.85,19762.41,69.91,52.02,1.82,6.61,0.34,19.62,2.05,205.04,2.74,ATC Tower,496.18,0,March,3,Tuesday,1,0,2020,2020-03-10,9.864,SSW
2020-03-10 00:59:00,18,1.56,14.83,24.99,11.14,6.34,11.82,31.63,58.89,14730.67,71.58,47.69,4.27,4.27,4.22,21.12,1.52,205.91,2.72,Privet Aviation,427.07,0,March,3,Tuesday,1,0,2020,2020-03-10,9.792,SSW
2020-03-10 00:59:00,15,1.56,14.51,10.21,9.98,2.94,10.85,30.08,68.12,13489.14,86.03,48.8,0,0,0,20.36,2.07,200.73,2.73,Primary Runway,419.84,0,March,3,Tuesday,1,0,2020,2020-03-10,9.828,SSW
2020-03-10 00:59:00,15,1.56,9.3,22.64,10.15,4.47,5.76,30.91,62.47,9898.13,76.78,49.06,1.29,3.56,0.25,19.71,1.22,185.27,2.85,Secondary Runway 01,0,0,March,3,Tuesday,1,0,2020,2020-03-10,10.26,S
2020-03-10 00:59:00,15,1.57,6.1,15.76,12.59,0.26,3.48,32.34,61.12,7936.5,76.44,46.07,0,0,0,17.05,0.89,190.7,2.77,Secondary Runway 02,456.84,0,March,3,Tuesday,1,0,2020,2020-03-10,9.972,S
2020-03-10 00:59:00,42,1.59,10.9,20.16,5.06,3.96,8.31,30.7,73.5,20650.21,88.36,59.3,10.05,28.55,2.1,19.31,1.7,219.3,2.62,Air Cargo,0,0,March,3,Tuesday,1,0,2020,2020-03-10,9.432,SW
2020-03-10 00:59:00,15,1.56,11.55,17.83,11.79,0.92,7.94,30.63,54.92,21296.58,66.57,48.1,0,0,0,20.39,2.19,221.71,2.69,Royal Terminal,433.09,0,March,3,Tuesday,1,0,2020,2020-03-10,9.684,SW
2020-03-11 00:59:00,16,1.64,15.41,15.86,13.03,1.66,5.16,21.12,53.19,17419.7,63.68,46.77,0,0,0,21.42,1.75,120.8,2.06,Royal Terminal,441.25,0,March,3,Wednesday,2,0,2020,2020-03-11,7.416,ESE
2020-03-11 00:59:00,16,1.62,11.31,22.64,10.83,16.71,9.96,19.8,61.87,9806.81,76.75,48.64,2.17,7.62,0.43,22.42,1.29,119.83,2.01,Secondary Runway 01,0,0,March,3,Wednesday,2,0,2020,2020-03-11,7.236,ESE
2020-03-11 00:59:00,16,1.61,7.77,14.78,15.07,5.58,2.54,19.89,52.68,8610.76,65.78,44.43,0,0,0,21.04,0.99,119.36,2.06,Secondary Runway 02,454.44,0,March,3,Wednesday,2,0,2020,2020-03-11,7.416,ESE
2020-03-11 00:59:00,16,1.61,13.13,12.9,17.8,28.05,24.34,17.18,61.97,14625.22,69.86,58.96,0,0,0,24.63,1.81,126.05,2.03,Fire Station,514.55,0,March,3,Wednesday,2,0,2020,2020-03-11,7.308,SE
2020-03-11 00:59:00,35,1.65,14.9,18,5.71,13.09,7.39,19.28,73.32,17947.99,87.79,60.28,8.37,29.95,1.78,21.45,1.51,121.92,1.95,Air Cargo,0,0,March,3,Wednesday,2,0,2020,2020-03-11,7.02,ESE
2020-03-11 00:59:00,15,1.56,17.67,9.93,13.65,20.31,22.14,19.76,69.15,11077.21,87.63,49.2,0,0,0,22.49,1.86,127.15,1.92,Primary Runway,422.05,0,March,3,Wednesday,2,0,2020,2020-03-11,6.912,SE
2020-03-11 00:59:00,22,1.6,16.62,21.54,15.51,16.92,11.55,21.3,59.66,14342.63,72.05,47.74,5.16,5.16,5.1,23.9,1.47,121.5,1.95,Privet Aviation,432.46,0,March,3,Wednesday,2,0,2020,2020-03-11,7.02,ESE
2020-03-11 00:59:00,16,1.68,17.22,16.02,17.73,17.72,10.66,19.55,59.04,18850.04,70.72,51.76,1.34,6.38,0.25,22.33,1.92,123.3,1.92,ATC Tower,501.47,0,March,3,Wednesday,2,0,2020,2020-03-11,6.912,ESE
2020-03-12 00:59:00,17,1.72,15.79,10.82,18.44,16.44,24.21,15.19,62.38,13127.87,71.49,58.52,0,0,0,24.39,1.65,143.29,2.42,Fire Station,523.63,0,March,3,Thursday,3,0,2020,2020-03-12,8.712,SE
2020-03-12 00:59:00,16,1.62,17.09,9.19,14.15,9.04,15.56,16.76,65.71,10194.91,81.38,52.38,0,0,0,22.72,1.6,141.32,2.38,Primary Runway,419.05,0,March,3,Thursday,3,0,2020,2020-03-12,8.568,SE
2020-03-12 00:59:00,17,1.72,17.54,16.31,18.41,22.38,9.14,17,59.94,17266.21,72.11,51.58,1.35,6.19,0.26,22.67,1.75,145,2.28,ATC Tower,513.83,0,March,3,Thursday,3,0,2020,2020-03-12,8.208,SE
2020-03-12 00:59:00,17,1.7,8.02,14.19,15.25,5.46,3.85,18.09,56.82,9234.35,71.65,43.43,0,0,0,20.52,1.02,145.61,2.32,Secondary Runway 02,461,0,March,3,Thursday,3,0,2020,2020-03-12,8.352,SE
2020-03-12 00:59:00,17,1.7,17.11,15.49,12.81,3.95,5.42,18.52,56.62,18161.38,68.24,47.9,0,0.01,0,21.81,1.86,144.32,2.22,Royal Terminal,450.81,0,March,3,Thursday,3,0,2020,2020-03-12,7.992,SE
2020-03-12 00:59:00,36,1.69,15.52,16.49,7.58,9.23,12.16,16.33,73.13,17185.53,87.49,60.51,8.54,30.13,1.84,22.14,1.47,146.48,2.32,Air Cargo,0,0,March,3,Thursday,3,0,2020,2020-03-12,8.352,SSE
2020-03-12 00:59:00,17,1.7,11.16,22.67,11.47,13.19,8.04,17.24,65.58,7391.12,81.8,47.69,1.23,4.64,0.24,22.43,1.03,144.5,2.39,Secondary Runway 01,0,0,March,3,Thursday,3,0,2020,2020-03-12,8.604,SE
2020-03-12 00:59:00,20,1.63,18.01,22.91,13.51,6.26,9.98,18.48,60.23,13134.2,72.8,50.88,4.86,4.86,4.8,23.68,1.27,140.41,2.35,Privet Aviation,428.47,0,March,3,Thursday,3,0,2020,2020-03-12,8.46,SE
2020-03-13 00:59:00,16,1.6,13.3,19.12,9.14,2.28,3.43,16.96,58.01,17326.2,69.42,46.93,0,0,0,21.75,1.72,151.9,3.02,Royal Terminal,445.37,0,March,3,Friday,4,0,2020,2020-03-13,10.872,SSE
2020-03-13 00:59:00,15,1.58,7.21,26.27,9.66,16.26,6.39,15.46,64.72,8929.41,80.12,46.91,0.89,2.85,0.19,22.73,1.17,150.91,2.98,Secondary Runway 01,0,0,March,3,Friday,4,0,2020,2020-03-13,10.728,SSE
2020-03-13 00:59:00,15,1.58,5.93,17.26,14.37,4.71,2.54,16.41,56.34,6964.82,71.44,42.99,0,0,0,20.73,0.81,151.05,3.09,Secondary Runway 02,455.98,0,March,3,Friday,4,0,2020,2020-03-13,11.124,SSE
2020-03-13 00:59:00,15,1.58,14.68,8.99,12.39,1.88,12.39,15.16,66.9,11941.01,83.33,51.81,0,0,0,23.05,1.56,150,2.99,Primary Runway,414.27,0,March,3,Friday,4,0,2020,2020-03-13,10.764,SSE
2020-03-13 00:59:00,19,1.58,16.33,24.21,12,4.33,10.19,16.22,59.9,14083.95,71.76,50.65,4.49,4.49,4.43,24.45,1.36,150.43,3.11,Privet Aviation,427.93,0,March,3,Friday,4,0,2020,2020-03-13,11.196,SSE
2020-03-13 00:59:00,16,1.64,9.07,21.71,13.45,27.37,1.97,15.66,60.6,18498.87,75.24,51.06,0.95,4.5,0.19,22.4,1.82,150.45,2.98,ATC Tower,508.89,0,March,3,Friday,4,0,2020,2020-03-13,10.728,SSE
2020-03-13 00:59:00,30,1.61,11.95,18.28,6.23,4.36,12.65,14.19,72.67,17302.06,87.9,58.93,7.16,24.87,1.72,22.79,1.44,150.42,3.07,Air Cargo,0,0,March,3,Friday,4,0,2020,2020-03-13,11.052,SSE
2020-03-13 00:59:00,16,1.62,15,11.72,18.32,4.31,23.24,13.3,63.5,11445.33,72.97,58.04,0,0,0,24.57,1.35,148.1,2.97,Fire Station,516.25,0,March,3,Friday,4,0,2020,2020-03-13,10.692,SSE
2020-03-14 00:59:00,15,1.56,14,19.12,13.83,1.18,8.15,13.74,65.15,16850.84,74.94,50.24,0,0,0,23.76,1.56,164.35,4.8,Royal Terminal,443.8,0,March,3,Saturday,5,0,2020,2020-03-14,17.28,SSE
2020-03-14 00:59:00,17,1.54,15.52,24.27,15.64,2.88,13.65,13.24,60.58,12105.49,72.17,50.48,4.18,4.18,4.13,25.71,1.07,163.91,4.8,Privet Aviation,423.5,0,March,3,Saturday,5,0,2020,2020-03-14,17.28,SSE
2020-03-14 00:59:00,15,1.58,8.19,22.91,16.45,21.46,6.89,12.8,64.11,16701.69,81.45,50.65,1.24,8.19,0.21,24.56,1.55,163.04,4.83,ATC Tower,501.97,0,March,3,Saturday,5,0,2020,2020-03-14,17.388,SSE
2020-03-14 00:59:00,15,1.54,4.8,27.47,9.81,20.59,7.52,12.78,67.06,9048.53,80.98,48.12,0.84,4.96,0.15,24.45,1,163.91,4.63,Secondary Runway 01,0,0,March,3,Saturday,5,0,2020,2020-03-14,16.668,SSE
2020-03-14 00:59:00,15,1.55,13.7,7.77,13.67,0.16,15.59,12.39,69.13,11495.2,84.93,51.75,0,0,0,24.31,1.18,164.09,4.86,Primary Runway,413.69,0,March,3,Saturday,5,0,2020,2020-03-14,17.496,SSE
2020-03-14 00:59:00,15,1.53,4.46,18.28,15.96,11.28,4.69,13.19,58.93,6110.29,73.52,43.01,0,0,0,22.77,0.71,163.81,4.9,Secondary Runway 02,463.22,0,March,3,Saturday,5,0,2020,2020-03-14,17.64,SSE
2020-03-14 00:59:00,15,1.58,16.56,8.8,21.44,0,26.49,11.37,65.72,9331.63,75.83,58.83,0,0,0,25.42,1.04,163.91,4.7,Fire Station,510.68,0,March,3,Saturday,5,0,2020,2020-03-14,16.92,SSE
2020-03-14 00:59:00,37,1.57,7.38,20.93,7.88,4.38,7.91,12.17,71.89,16571.96,87.21,57.34,8.85,40.95,1.75,24.11,1.28,164.35,4.73,Air Cargo,0,0,March,3,Saturday,5,0,2020,2020-03-14,17.028,SSE
2020-03-15 00:59:00,27,1.64,11.14,16.31,19.5,3.75,12.76,33.44,63.55,5005.65,76.83,52.69,6.47,22.94,1.19,22.09,0.45,224.63,3.99,ATC Tower,505.51,0,March,3,Sunday,6,0,2020,2020-03-15,14.364,SW
2020-03-15 00:59:00,95,1.61,10.76,16.2,10.06,0.12,15.85,33.93,72.25,6175.45,87.17,59.77,33.08,98.26,6.97,21.58,0.45,215.82,3.82,Air Cargo,0,0,March,3,Sunday,6,0,2020,2020-03-15,13.752,SW
