To Date,AQI,Battery (%),CO₂ (ppm),CO (mg/m³),NO₂ (µg/m³ ),O₃ (µg/m³ ),H₂S (µg/m³ ),NO (µg/m³ ),SO₂ (µg/m³),R. Humidity (%),Leq (dB),Light (Lux),Lmax (dB),Lmin (dB),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s),Station,PM₁ (µg/m³ ),Month,Month Index,Day,Day Index,Hour,Year,Date,Wind Speed (km/h),Wind Direction (compass)
2020-05-27 08:59:00,52,0,0,1.25,4.82,16.24,12.14,28.28,0,15.41,69.98,56716.64,83.69,58.77,12.46,35.05,34.85,3.98,75,2.84,Air Cargo,3.11,May,5,Wednesday,2,8,2020,2020-05-27,10.224,ENE
2020-05-27 16:59:00,20,0,474.76,1.52,40.61,17.43,29.17,0,13.18,14.35,51.01,1164.3,66.23,42.38,0,0,32.12,0.12,105,2.95,Secondary Runway 02,0,May,5,Wednesday,2,16,2020,2020-05-27,10.62,ESE
2020-05-27 16:59:00,15,0,462.25,1.54,10.01,9.64,22.83,131.29,28.69,14.62,49.92,6375.38,57.63,44.67,0,0,32.63,0.77,105,2.95,Royal Terminal,0,May,5,Wednesday,2,16,2020,2020-05-27,10.62,ESE
2020-05-27 16:59:00,19,0,447.77,1.34,20.7,18.18,42.14,298.63,36.26,15.11,50.04,8409.26,59.86,45.58,0,0,33.25,1.3,105,2.95,Privet Aviation,0,May,5,Wednesday,2,16,2020,2020-05-27,10.62,ESE
2020-05-27 16:59:00,39,0,488.09,0.1,80.15,52.67,69.21,9.94,12.89,12.65,54.61,2022.09,69.27,45.63,1.25,5.08,36.43,0.16,105,2.95,ATC Tower,0.26,May,5,Wednesday,2,16,2020,2020-05-27,10.62,ESE
2020-05-27 16:59:00,27,0,409.61,1.46,47.42,17.94,39.21,295.24,50.78,12.77,55.73,8693.55,71,45.29,0,0,36.42,1.73,105,2.95,Primary Runway,0,May,5,Wednesday,2,16,2020,2020-05-27,10.62,ESE
2020-05-27 16:59:00,35,0,0,1.48,18.93,15.84,41.65,0.02,28.82,12.54,75.61,5409.3,88.25,67.88,8.51,23.51,36.57,0.57,105,2.95,Air Cargo,2.15,May,5,Wednesday,2,16,2020,2020-05-27,10.62,ESE
2020-05-27 16:59:00,16,0,0,1.5,21.34,12.66,32.52,0,29.95,12.43,56.44,1706.18,71.06,47.69,1.09,2.99,36.61,0.16,105,2.95,Secondary Runway 01,0.25,May,5,Wednesday,2,16,2020,2020-05-27,10.62,ESE
2020-05-28 00:59:00,40,0,0,1.58,21.08,8.11,26.83,6.5,26.99,23.4,72.33,2990.26,86.31,60.4,9.55,29.86,27.15,0.56,297.5,1.6,Air Cargo,2.21,May,5,Thursday,3,0,2020,2020-05-28,5.76,WNW
2020-05-28 00:59:00,15,0,469.48,1.57,16.62,14.02,16.99,0.59,17.24,17.06,50.1,3328.51,62.64,44.1,0,0,26.21,0.71,297.5,1.6,Secondary Runway 02,0,May,5,Thursday,3,0,2020,2020-05-28,5.76,WNW
2020-05-28 00:59:00,19,0,451.04,1.57,7.38,8.78,11.93,0,36.05,17.37,52.36,2494.91,59.81,48.52,0,0,26.49,0.34,297.5,1.6,Royal Terminal,0,May,5,Thursday,3,0,2020,2020-05-28,5.76,WNW
2020-05-28 00:59:00,15,0,0,1.54,13.79,4.12,22.5,6.6,25.28,23.45,53.56,4190.72,68.96,48.42,1.19,3.18,27.19,0.77,297.5,1.6,Secondary Runway 01,0.27,May,5,Thursday,3,0,2020,2020-05-28,5.76,WNW
2020-05-28 00:59:00,15,0,426.18,1.53,11.86,2.93,24.07,0,27.51,17.88,53.96,884.96,65,47.71,0,0,27.27,0.06,297.5,1.6,Privet Aviation,0,May,5,Thursday,3,0,2020,2020-05-28,5.76,WNW
2020-05-28 00:59:00,30,0,490.15,0.08,61.61,33.53,50.68,17.46,23.55,23.41,53.72,2619.58,64.15,47.6,1.37,5.75,27.14,0.39,297.5,1.6,ATC Tower,0.27,May,5,Thursday,3,0,2020,2020-05-28,5.76,WNW
2020-05-28 00:59:00,25,0,392.53,1.57,37.73,8.01,19.74,0,47.92,23.59,55.92,785.41,69.15,48.21,0,0,26.97,0.09,297.5,1.6,Primary Runway,0,May,5,Thursday,3,0,2020,2020-05-28,5.76,WNW
2020-05-28 08:59:00,21,0,479.45,1.21,42.57,15.94,12.27,9.46,0,13.06,48.13,26399.19,57.29,42.67,0,0,35.75,3.25,178.75,2.46,Secondary Runway 02,0,May,5,Thursday,3,8,2020,2020-05-28,8.856,S
2020-05-28 08:59:00,12,0,488.18,1.27,4.95,6.38,0,456.07,0,15.39,50.49,51790.55,53.89,47.27,0,0,34.21,4.02,180,2.53,Royal Terminal,0,May,5,Thursday,3,8,2020,2020-05-28,9.108,S
2020-05-28 08:59:00,15,0,414.43,1.25,30.22,19.44,0.79,291.66,4.11,14.71,58.14,26731.91,73.5,47.79,0,0,36.07,3.56,180,2.53,Primary Runway,0,May,5,Thursday,3,8,2020,2020-05-28,9.108,S
2020-05-28 08:59:00,14,0,485.2,0.06,28.21,40.91,0,186.72,0,14.77,56.37,40013.18,69.71,48.77,1.79,6.38,36.14,2.98,180,2.53,ATC Tower,0.39,May,5,Thursday,3,8,2020,2020-05-28,9.108,S
2020-05-28 08:59:00,12,0,0,1.25,3.76,4.99,12.39,29.67,0,14.99,56.4,35776.66,73.33,44.69,1.75,4.38,35.9,4.19,220,2.46,Secondary Runway 01,0.44,May,5,Thursday,3,8,2020,2020-05-28,8.856,SW
2020-05-28 08:59:00,51,0,0,1.23,0.4,12.01,13.02,44.22,0,14.89,72.57,55510.35,88.85,61.98,12.07,30.66,35.98,4.12,181.25,2.4,Air Cargo,3.34,May,5,Thursday,3,8,2020,2020-05-28,8.64,S
2020-05-28 08:59:00,10,0,427.69,1.08,12.57,16.61,0.47,406.47,0.42,15.3,55.89,43260.92,60.37,53.64,0,0,34.19,3.1,180,2.53,Privet Aviation,0,May,5,Thursday,3,8,2020,2020-05-28,9.108,S
2020-05-28 16:59:00,19,0,448.93,1.37,26.23,24.52,42.48,322.07,35.97,14.27,50.3,8879.51,57.26,46.72,0,0,33.79,1.37,72.5,3.71,Privet Aviation,0,May,5,Thursday,3,16,2020,2020-05-28,13.356,ENE
2020-05-28 16:59:00,19,0,0,1.5,22.83,10.37,34.51,0,36.47,9.29,59.5,1599.25,73.64,48.21,0.99,2.44,38.85,0.16,71.25,3.53,Secondary Runway 01,0.24,May,5,Thursday,3,16,2020,2020-05-28,12.708,ENE
2020-05-28 16:59:00,38,0,0,1.46,13.91,14.02,47.88,3.39,37.26,9.25,68.15,5681.6,83.58,54.1,9,22.07,38.84,0.62,71.25,3.53,Air Cargo,2.5,May,5,Thursday,3,16,2020,2020-05-28,12.708,ENE
2020-05-28 16:59:00,20,0,466.59,1.54,8.3,7.26,24.91,221.23,37.23,14.03,53.32,6460.19,59.79,48.57,0,0,33.36,0.79,71.25,3.53,Royal Terminal,0,May,5,Thursday,3,16,2020,2020-05-28,12.708,ENE
2020-05-28 16:59:00,39,0,490.36,0.09,79.05,51.73,81.58,56.36,19.23,9.23,56.73,1910.3,68.73,49.48,1.41,5.18,38.88,0.15,73.75,3.78,ATC Tower,0.31,May,5,Thursday,3,16,2020,2020-05-28,13.608,ENE
2020-05-28 16:59:00,20,0,476.73,1.51,41.57,15.21,31.33,1.3,19.36,13.59,52.14,1116.86,64.38,43.41,0,0,32.76,0.11,71.25,3.53,Secondary Runway 02,0,May,5,Thursday,3,16,2020,2020-05-28,12.708,ENE
2020-05-28 16:59:00,32,0,412.38,1.45,45.01,17.81,41.69,310.69,59.42,9.18,52.16,9170.59,67.88,44.13,0,0,38.9,1.86,73.75,3.65,Primary Runway,0,May,5,Thursday,3,16,2020,2020-05-28,13.14,ENE
2020-05-29 00:59:00,53,0,0,1.71,22.56,6.93,30.4,14.43,33.22,21.88,72.61,3058.98,84.04,63.5,12.88,43.26,28.33,0.54,259.88,1.67,Air Cargo,3.17,May,5,Friday,4,0,2020,2020-05-29,6.012,W
2020-05-29 00:59:00,34,0,392.07,1.59,45.31,8.03,24.5,0,63.27,22.06,58.14,815.66,70.19,50.88,0,0,28.35,0.09,259.88,1.67,Primary Runway,0,May,5,Friday,4,0,2020,2020-05-29,6.012,W
2020-05-29 00:59:00,23,0,452.76,1.58,7.66,7.62,13.65,0,42.52,16.14,47.91,2454.13,56.42,44.37,0,0,27.88,0.32,259.88,1.67,Royal Terminal,0,May,5,Friday,4,0,2020,2020-05-29,6.012,W
2020-05-29 00:59:00,15,0,469.88,1.59,18.95,12.43,19.25,0.8,21.64,16.06,46.79,3177.08,61.04,42.11,0,0,27.45,0.66,259.88,1.67,Secondary Runway 02,0,May,5,Friday,4,0,2020,2020-05-29,6.012,W
2020-05-29 00:59:00,18,0,0,1.56,13.21,3.18,24.24,7.07,33.72,22.11,53.15,3706.21,69.39,47.85,2.04,7.07,28.34,0.66,259.88,1.67,Secondary Runway 01,0.42,May,5,Friday,4,0,2020,2020-05-29,6.012,W
2020-05-29 00:59:00,17,0,432.34,1.61,21.36,11.52,27.64,0,32.2,16.89,50.37,932.24,62.58,44.77,0,0,28.62,0.06,259.88,1.67,Privet Aviation,0,May,5,Friday,4,0,2020,2020-05-29,6.012,W
2020-05-29 00:59:00,32,0,488.77,0.08,65.09,32.08,55.25,11.23,27.41,22.06,54.23,2505.88,65.13,47.56,1.94,9,28.32,0.36,259.88,1.67,ATC Tower,0.39,May,5,Friday,4,0,2020,2020-05-29,6.012,W
2020-05-29 08:59:00,12,0,0,1.25,2.94,1.41,18.18,337.46,1.76,16.51,53.56,36338.02,69.33,44.02,2.49,6.61,38.06,4.32,147.5,2.34,Secondary Runway 01,0.65,May,5,Friday,4,8,2020,2020-05-29,8.424,SSE
2020-05-29 08:59:00,16,0,415.67,1.28,33.25,21.08,3.89,442.31,9.38,16.49,57.58,28667.43,74.15,45.35,0,0,38.14,3.57,147.5,2.34,Primary Runway,0,May,5,Friday,4,8,2020,2020-05-29,8.424,SSE
2020-05-29 08:59:00,11,0,434.96,1.13,15.79,19.28,1.74,514.5,1.36,15.26,50.89,45583.77,55.26,47.04,0,0,34.51,3.15,147.5,2.34,Privet Aviation,0,May,5,Friday,4,8,2020,2020-05-29,8.424,SSE
2020-05-29 08:59:00,13,0,494.75,1.33,3.93,6.07,0.11,699.5,0,16.28,45.16,53821.22,51.61,41.54,0,0,34.39,4.06,147.5,2.34,Royal Terminal,0,May,5,Friday,4,8,2020,2020-05-29,8.424,SSE
2020-05-29 08:59:00,56,0,0,1.26,0.28,10.97,20.55,59.13,6.29,16.57,74.57,57927.5,87.52,66.13,14.63,40.92,37.91,4.12,147.5,2.34,Air Cargo,4.17,May,5,Friday,4,8,2020,2020-05-29,8.424,SSE
2020-05-29 08:59:00,15,0,486.56,0.07,29.6,44.17,0.6,308.81,0,16.48,55.7,41619.47,70.96,45.9,2.25,8.47,38.12,2.99,147.5,2.34,ATC Tower,0.51,May,5,Friday,4,8,2020,2020-05-29,8.424,SSE
2020-05-29 08:59:00,12,0,488.73,1.23,19.23,8.01,19.58,331.23,20.83,17.43,49.07,24487.5,58.05,41.82,0,0,34.28,3.23,147.5,2.34,Secondary Runway 02,0,May,5,Friday,4,8,2020,2020-05-29,8.424,SSE
2020-05-29 16:59:00,38,0,491.12,0.1,76.34,49.83,73.57,57.58,16.74,11.06,53.53,2252.23,69,45,1.38,4.9,38.83,0.2,70,3.08,ATC Tower,0.31,May,5,Friday,4,16,2020,2020-05-29,11.088,ENE
2020-05-29 16:59:00,21,0,481.52,1.52,42.21,14.1,30.65,0,20.2,13.56,49.45,1302.26,63.54,42.17,0,0,33.03,0.15,70,3.08,Secondary Runway 02,0,May,5,Friday,4,16,2020,2020-05-29,11.088,ENE
2020-05-29 16:59:00,36,0,0,1.46,13.13,12.86,45.4,0.39,37.89,10.97,68.81,5722.41,84.15,55.12,8.56,21.69,38.9,0.58,70,3.08,Air Cargo,2.42,May,5,Friday,4,16,2020,2020-05-29,11.088,ENE
2020-05-29 16:59:00,18,0,463.28,1.54,9.01,6.56,21.6,100.13,33.96,13.71,46.13,6263.09,53.6,42.51,0,0,33.6,0.73,70,3.08,Royal Terminal,0,May,5,Friday,4,16,2020,2020-05-29,11.088,ENE
2020-05-29 16:59:00,16,0,0,1.51,21.47,9.42,33.27,0,30.34,10.93,53.93,1881.68,67.88,45.92,1,2.67,38.96,0.19,70,3.08,Secondary Runway 01,0.25,May,5,Friday,4,16,2020,2020-05-29,11.088,ENE
2020-05-29 16:59:00,31,0,411.67,1.48,47.1,17.9,40.67,171.46,59.11,11,52.1,8328.51,67.29,44.31,0,0,38.77,1.61,70,3.08,Primary Runway,0,May,5,Friday,4,16,2020,2020-05-29,11.088,ENE
2020-05-29 16:59:00,15,0,453.77,1.42,31.5,33.65,41.7,152.85,27.96,14.14,50.75,7693.94,57.73,46.96,0,0,34.12,1.16,70,3.08,Privet Aviation,0,May,5,Friday,4,16,2020,2020-05-29,11.088,ENE
2020-05-30 00:59:00,17,0,440.81,1.7,29.07,20.08,27.6,0,29.19,16.5,53,918.69,63.58,47.33,0,0,29.35,0.06,258.38,1.42,Privet Aviation,0,May,5,Saturday,5,0,2020,2020-05-30,5.112,WSW
2020-05-30 00:59:00,33,0,487.59,0.08,67.01,30.84,55.63,10.34,28.64,21.02,51.9,2508.64,63.48,46.23,1.42,5.25,28.93,0.37,258.38,1.42,ATC Tower,0.27,May,5,Saturday,5,0,2020,2020-05-30,5.112,WSW
2020-05-30 00:59:00,18,0,0,1.56,14.6,3.47,24.49,1.66,33.98,21.19,51.91,3920.12,68.9,46.5,1.82,5.11,28.94,0.72,239,1.31,Secondary Runway 01,0.4,May,5,Saturday,5,0,2020,2020-05-30,4.716,WSW
2020-05-30 00:59:00,23,0,439.35,1.58,8.22,7.11,14.01,0,43.96,15.94,46.49,2446.04,55.15,43,0,0,27.93,0.33,255.88,1.42,Royal Terminal,0,May,5,Saturday,5,0,2020,2020-05-30,5.112,WSW
2020-05-30 00:59:00,36,0,392.11,1.6,49.34,8.05,24.75,0,67.65,21.1,55.34,807.62,67.62,48.77,0,0,28.97,0.09,258.38,1.42,Primary Runway,0,May,5,Saturday,5,0,2020,2020-05-30,5.112,WSW
2020-05-30 00:59:00,35,0,0,1.62,21,5.89,30.15,7.12,34.09,21.05,68.92,3029.08,83.92,56.04,8.41,24.29,28.96,0.54,253.38,1.48,Air Cargo,2.09,May,5,Saturday,5,0,2020,2020-05-30,5.328,WSW
2020-05-30 00:59:00,15,0,477.64,1.59,18.72,12.09,20.18,0,22.56,15.88,45.99,3178.4,60.06,41.9,0,0,27.59,0.67,250.88,1.48,Secondary Runway 02,0,May,5,Saturday,5,0,2020,2020-05-30,5.328,WSW
2020-05-30 08:59:00,18,0,485.41,1.22,37.47,18.08,12.14,348.59,0.76,16.77,51.35,29006.81,61.83,42.92,0,0,34.6,3.22,176.25,2.38,Secondary Runway 02,0,May,5,Saturday,5,8,2020,2020-05-30,8.568,S
2020-05-30 08:59:00,36,0,0,1.26,0.6,14.59,16.15,111.71,5.14,16.02,71.87,57827.35,84.75,60.96,8.71,23.37,35.23,4.1,176.25,2.38,Air Cargo,2.58,May,5,Saturday,5,8,2020,2020-05-30,8.568,S
2020-05-30 08:59:00,15,0,413.74,1.28,29.9,19.93,0.59,439.13,6.63,15.97,56.43,26560.41,71.5,46.73,0,0,35.2,3.55,171.25,2.51,Primary Runway,0,May,5,Saturday,5,8,2020,2020-05-30,9.036,S
2020-05-30 08:59:00,15,0,486.11,0.07,30.5,46.86,0.06,564.07,0,16,60.27,39782.5,75.04,47.25,1.45,6.75,35.2,2.89,176.25,2.38,ATC Tower,0.31,May,5,Saturday,5,8,2020,2020-05-30,8.568,S
2020-05-30 08:59:00,11,0,430.22,1.1,14.43,19.63,0.38,555.25,0.42,17.54,52.18,45013.79,58.21,47.05,0,0,33.65,3.15,175,2.64,Privet Aviation,0,May,5,Saturday,5,8,2020,2020-05-30,9.504,S
2020-05-30 08:59:00,12,0,0,1.27,3.24,7.36,11.42,352.88,0,15.94,57.74,35562.03,74.1,45.1,1.15,3.12,35.26,4.16,176.25,2.38,Secondary Runway 01,0.29,May,5,Saturday,5,8,2020,2020-05-30,8.568,S
2020-05-30 08:59:00,13,0,469.16,1.34,4.87,10.7,0.2,571.58,0.08,15.97,50.44,53586.2,57.92,45.35,0,0,33.74,4,176.25,2.38,Royal Terminal,0,May,5,Saturday,5,8,2020,2020-05-30,8.568,S
2020-06-01 08:59:00,14,0,471.23,1.4,15.54,22.07,0,318.52,0.08,14.47,53.25,54973.15,63.14,42.92,0,0,34.36,3.88,96.25,2.06,Royal Terminal,0,June,6,Monday,0,8,2020,2020-06-01,7.416,E
2020-06-01 08:59:00,13,0,0,1.33,19.29,20.52,14.48,114.16,0,6.05,56.92,34777.74,72.44,44.31,1.23,4,42.04,4.24,96.25,2.06,Secondary Runway 01,0.31,June,6,Monday,0,8,2020,2020-06-01,7.416,E
2020-06-01 08:59:00,13,0,435,1.19,27.1,42.09,0.61,404.44,1.94,14.38,56.76,45382.77,65.69,48.79,0,0,35.08,2.94,96.25,2.06,Privet Aviation,0,June,6,Monday,0,8,2020,2020-06-01,7.416,E
2020-06-01 08:59:00,31,0,484.88,0.07,63.76,72.81,0,208.07,0,7.35,60.21,38929.66,76.06,49.4,1.26,5.51,39.31,2.76,96.25,2.06,ATC Tower,0.27,June,6,Monday,0,8,2020,2020-06-01,7.416,E
2020-06-01 08:59:00,23,0,415.31,1.32,45.84,30.78,3.3,334.04,24.55,7.32,63.38,26830.41,80.75,47.15,0,0,39.31,3.43,96.25,2.06,Primary Runway,0,June,6,Monday,0,8,2020,2020-06-01,7.416,E
2020-06-01 08:59:00,26,0,488.42,1.28,52.69,28.23,13.92,155.99,0.05,12.72,53.94,28974.12,69.13,41.69,0,0,35.92,3.31,96.25,2.06,Secondary Runway 02,0,June,6,Monday,0,8,2020,2020-06-01,7.416,E
2020-06-01 08:59:00,40,0,0,1.29,5.1,24.81,15.1,79.02,0.13,6.12,72.11,57902.54,87.12,57.67,9.67,31.76,42.06,4.09,96.25,2.06,Air Cargo,2.55,June,6,Monday,0,8,2020,2020-06-01,7.416,E
2020-06-01 16:59:00,18,0,0,1.56,28.28,20.06,32.06,45.33,34.77,12.88,49.11,1732.15,62.98,45.19,0.84,2.71,39.04,0.17,138.75,1.57,Secondary Runway 01,0.19,June,6,Monday,0,16,2020,2020-06-01,5.652,SE
2020-06-01 16:59:00,32,0,420.54,1.51,41.79,25.7,38.15,215.09,61.15,12.98,60.13,8429.31,75.19,47.23,0,0,39.06,1.75,145.63,1.87,Primary Runway,0,June,6,Monday,0,16,2020,2020-06-01,6.732,SE
2020-06-01 16:59:00,24,0,484.65,1.56,48.1,24.05,29.26,39.14,19.18,13.5,45.48,1184.43,59.37,41.21,0,0,32.98,0.12,145,1.57,Secondary Runway 02,0,June,6,Monday,0,16,2020,2020-06-01,5.652,SE
2020-06-01 16:59:00,17,0,458.01,1.59,15.68,16.79,18.36,113.2,31.23,14.04,46.16,6318.63,53.05,42.4,0,0,33.35,0.77,143.75,1.57,Royal Terminal,0,June,6,Monday,0,16,2020,2020-06-01,5.652,SE
2020-06-01 16:59:00,20,0,453.44,1.41,28.96,38.4,39.74,160.97,37.26,14.8,51.7,7758.86,58.87,47.73,0,0,34.25,1.27,145.63,1.87,Privet Aviation,0,June,6,Monday,0,16,2020,2020-06-01,6.732,SE
2020-06-01 16:59:00,45,0,493.89,0.09,91.57,72.62,59.41,134.66,13.15,12.97,54.43,2007.5,65.61,47.1,1.02,4.71,39.04,0.15,145,1.57,ATC Tower,0.23,June,6,Monday,0,16,2020,2020-06-01,5.652,SE
2020-06-01 16:59:00,27,0,0,1.58,21.7,24.25,47.42,22.25,35.32,12.87,71.33,5403.33,85.83,58.65,6.48,21.44,39.02,0.6,141.25,1.51,Air Cargo,1.8,June,6,Monday,0,16,2020,2020-06-01,5.436,SE
2020-06-02 00:59:00,17,0,0,1.62,17.99,7.03,23.39,5.61,32.72,12.09,51.91,4160.4,69.14,45.67,1.43,4.24,29.1,0.78,173.13,3.12,Secondary Runway 01,0.34,June,6,Tuesday,1,0,2020,2020-06-02,11.232,S
2020-06-02 00:59:00,31,0,0,1.65,28.34,13.49,24.36,7.21,18.71,12.05,72.63,3076.86,86.61,62.19,7.39,25.12,29.16,0.55,173.13,3.12,Air Cargo,1.92,June,6,Tuesday,1,0,2020,2020-06-02,11.232,S
2020-06-02 00:59:00,19,0,437.6,1.61,24.76,11.56,28.77,0,35.92,15.59,53.44,908.66,64.92,46.44,0,0,30.8,0.06,171.75,3.13,Privet Aviation,0,June,6,Tuesday,1,0,2020,2020-06-02,11.268,S
2020-06-02 00:59:00,37,0,492.2,0.09,75.06,41.95,38.94,6.88,17.19,12.02,54.14,2563.73,67.5,47.08,0.91,3.86,29.11,0.38,173.13,3.12,ATC Tower,0.2,June,6,Tuesday,1,0,2020,2020-06-02,11.232,S
2020-06-02 00:59:00,19,0,448.76,1.64,13.02,11.58,12.22,0,35.4,15.4,47.85,2451.95,56.21,43.5,0,0,28.79,0.33,173.13,3.12,Royal Terminal,0,June,6,Tuesday,1,0,2020,2020-06-02,11.232,S
2020-06-02 00:59:00,36,0,386.36,1.66,54.29,13.51,25.8,0,68.17,12.07,58.54,799,72,49.46,0,0,29.16,0.09,173.13,3.12,Primary Runway,0,June,6,Tuesday,1,0,2020,2020-06-02,11.232,S
2020-06-02 00:59:00,16,0,480.57,1.63,25.23,16.49,19.44,1.52,18.79,15.34,45.49,3314.24,59.94,41.63,0,0,28.56,0.71,173.13,3.12,Secondary Runway 02,0,June,6,Tuesday,1,0,2020,2020-06-02,11.232,S
2020-06-02 08:59:00,15,0,474.86,1.49,19.48,16.55,0,150.43,2.44,13.62,53.37,57039.98,66.08,42.71,0,0,35.04,3.86,171.75,3.34,Royal Terminal,0,June,6,Tuesday,1,8,2020,2020-06-02,12.024,S
2020-06-02 08:59:00,49,0,0,1.45,2.15,16.69,16.5,52,1.91,11.89,73.51,58889.54,86.76,63.77,11.64,39.79,37.58,4.05,171.75,3.34,Air Cargo,3.03,June,6,Tuesday,1,8,2020,2020-06-02,12.024,S
2020-06-02 08:59:00,17,0,434.34,1.32,33.95,46.92,6.08,280.83,6.94,13.88,57.75,46975.68,69.31,47.31,0,0,35.64,2.93,171.75,3.34,Privet Aviation,0,June,6,Tuesday,1,8,2020,2020-06-02,12.024,S
2020-06-02 08:59:00,21,0,404.85,1.41,43.62,25.01,4.7,325.14,21.25,11.73,65.14,29057.01,82.94,48.08,0,0,37.67,3.44,171.75,3.34,Primary Runway,0,June,6,Tuesday,1,8,2020,2020-06-02,12.024,S
2020-06-02 08:59:00,14,0,0,1.42,7.08,12.66,15.01,62.6,0.26,11.8,56.18,36842.91,72.04,44.44,1.58,5,37.58,4.13,171.75,3.34,Secondary Runway 01,0.39,June,6,Tuesday,1,8,2020,2020-06-02,12.024,S
2020-06-02 08:59:00,30,0,487.54,0.11,61.7,62.82,0.03,131.89,0,11.82,63.47,38078.86,78.71,51.15,1.49,6.58,37.61,2.74,171.75,3.34,ATC Tower,0.31,June,6,Tuesday,1,8,2020,2020-06-02,12.024,S
2020-06-02 08:59:00,25,0,491.66,1.39,50.06,21.61,16.13,37.51,4.45,12.83,51.18,32363.68,66.73,41.12,0,0,36.33,3.22,171.75,3.34,Secondary Runway 02,0,June,6,Tuesday,1,8,2020,2020-06-02,12.024,S
2020-06-02 16:59:00,27,0,484.16,1.58,54.99,25.03,33.15,0,22.61,14.18,47.04,1302.36,61.46,41.19,0,0,33.63,0.14,140,1.72,Secondary Runway 02,0,June,6,Tuesday,1,16,2020,2020-06-02,6.192,SE
2020-06-02 16:59:00,35,0,412.04,1.5,42.55,23.87,42.15,197.13,66.81,15.28,60.69,8577.45,75.67,47.71,0,0,39.3,1.68,140,1.72,Primary Runway,0,June,6,Tuesday,1,16,2020,2020-06-02,6.192,SE
2020-06-02 16:59:00,23,0,446.28,1.38,33.46,44.9,43.8,161.09,39.12,14.79,52.69,8139.81,61.42,47.08,5.48,5.48,35.01,1.23,140,1.72,Privet Aviation,5.42,June,6,Tuesday,1,16,2020,2020-06-02,6.192,SE
2020-06-02 16:59:00,45,0,493.05,0.11,92.23,74.8,71.32,34.72,14.72,15.09,55.21,2235.73,66.83,48.17,1.4,7.02,39.37,0.18,140,1.72,ATC Tower,0.29,June,6,Tuesday,1,16,2020,2020-06-02,6.192,SE
2020-06-02 16:59:00,19,0,462.7,1.59,17.39,16.57,23.67,171.06,36.44,14.47,48.43,6525.75,56.41,43.12,0,0,34.02,0.76,140,1.72,Royal Terminal,0,June,6,Tuesday,1,16,2020,2020-06-02,6.192,SE
2020-06-02 16:59:00,34,0,0,1.61,19.5,22.52,50.11,3.56,42.84,15.27,67.6,5681.46,83.5,53.58,8.05,28.45,39.32,0.61,140,1.72,Air Cargo,2.01,June,6,Tuesday,1,16,2020,2020-06-02,6.192,SE
2020-06-02 16:59:00,19,0,0,1.56,29.04,20.02,34.58,0,35.95,15.22,54.21,1868.48,67.44,46.98,1.04,3.27,39.36,0.19,140,1.72,Secondary Runway 01,0.23,June,6,Tuesday,1,16,2020,2020-06-02,6.192,SE
2020-06-03 00:59:00,21,0,0,1.53,20.94,11.07,25.03,2.27,40.01,19.14,52,4251.41,67.94,45.86,0.46,1.42,32.87,0.77,249.75,3.28,Secondary Runway 01,0.11,June,6,Wednesday,2,0,2020,2020-06-03,11.808,WSW
2020-06-03 00:59:00,44,0,487.3,0.1,89.44,47.2,52.48,7.64,21.72,19.37,54.03,2605.65,66.02,47.25,0.64,3.54,32.91,0.38,249.75,3.28,ATC Tower,0.13,June,6,Wednesday,2,0,2020,2020-06-03,11.808,WSW
2020-06-03 00:59:00,18,0,434.12,1.52,27,15.73,28.43,0,33.96,16.89,53.67,876.85,64.77,46.96,4.35,4.35,31.5,0.05,249.75,3.28,Privet Aviation,4.3,June,6,Wednesday,2,0,2020,2020-06-03,11.808,WSW
2020-06-03 00:59:00,21,0,446.08,1.57,13.44,10.99,13.98,0,39.96,16.61,47.41,2495.92,56.31,42.38,0,0,30.25,0.33,249.75,3.28,Royal Terminal,0,June,6,Wednesday,2,0,2020,2020-06-03,11.808,WSW
2020-06-03 00:59:00,21,0,0,1.62,27.76,14.9,28.95,11.33,26.15,19.27,74.82,3135.66,87.25,64.48,4.96,18.75,32.88,0.55,249.75,3.28,Air Cargo,1.23,June,6,Wednesday,2,0,2020,2020-06-03,11.808,WSW
2020-06-03 00:59:00,15,0,475.57,1.55,31.5,17.83,20.28,0,18,16.45,45.5,3387.87,59.96,41.15,0,0,30.23,0.71,249.75,3.28,Secondary Runway 02,0,June,6,Wednesday,2,0,2020,2020-06-03,11.808,WSW
2020-06-03 00:59:00,42,0,385.71,1.58,62.14,16.45,29.37,0,79.89,19.39,63.99,783.17,77.94,50.86,0,0,32.86,0.08,249.75,3.28,Primary Runway,0,June,6,Wednesday,2,0,2020,2020-06-03,11.808,WSW
2020-06-03 08:59:00,31,0,429.16,1.19,30.15,46.92,1.92,200.56,1.28,14.38,57.35,46547.34,68.61,47.58,7.46,7.46,35.8,2.88,231.25,3.29,Privet Aviation,7.36,June,6,Wednesday,2,8,2020,2020-06-03,11.844,SW
2020-06-03 08:59:00,26,0,0,1.36,1.02,17.43,14.01,51.35,0.03,16.08,75.68,59043.9,89.08,68.02,6.17,22.13,37.76,4.07,231.25,3.29,Air Cargo,1.65,June,6,Wednesday,2,8,2020,2020-06-03,11.844,SW
